site_id|config_id|run_id|stat_id|stat_name|stat_value|start_time
37|1|80|266339|Buffer access - remote cache %|2.85|28-JAN-15 01.00.00.000000 AM
37|1|81|266338|Buffer access -	local cache %|93.9|28-JAN-15 08.00.00.000000 AM
37|1|81|266340|Buffer access -	       disk %|3.15|28-JAN-15 08.00.00.000000 AM
37|1|81|266339|Buffer access - remote cache %|2.95|28-JAN-15 08.00.00.000000 AM
37|1|82|266339|Buffer access - remote cache %|2.81|29-JAN-15 01.00.00.000000 AM
37|1|82|266338|Buffer access -	local cache %|93.71|29-JAN-15 01.00.00.000000 AM
37|1|82|266340|Buffer access -	       disk %|3.48|29-JAN-15 01.00.00.000000 AM
37|1|83|266340|Buffer access -	       disk %|3.18|29-JAN-15 08.00.00.000000 AM
37|1|83|266338|Buffer access -	local cache %|93.82|29-JAN-15 08.00.00.000000 AM
37|1|83|266339|Buffer access - remote cache %|3|29-JAN-15 08.00.00.000000 AM
37|1|84|266338|Buffer access -	local cache %|93.5|30-JAN-15 01.00.00.000000 AM
37|1|84|266340|Buffer access -	       disk %|3.53|30-JAN-15 01.00.00.000000 AM
37|1|84|266339|Buffer access - remote cache %|2.97|30-JAN-15 01.00.00.000000 AM
37|1|85|266339|Buffer access - remote cache %|2.98|30-JAN-15 08.00.00.000000 AM
37|1|85|266340|Buffer access -	       disk %|3.27|30-JAN-15 08.00.00.000000 AM
37|1|85|266338|Buffer access -	local cache %|93.74|30-JAN-15 08.00.00.000000 AM
37|1|86|266338|Buffer access -	local cache %|93.89|31-JAN-15 01.00.00.000000 AM
37|1|86|266340|Buffer access -	       disk %|4.21|31-JAN-15 01.00.00.000000 AM
37|1|86|266339|Buffer access - remote cache %|1.9|31-JAN-15 01.00.00.000000 AM
37|1|87|266339|Buffer access - remote cache %|2.57|02-FEB-15 01.00.00.000000 AM
37|1|87|266340|Buffer access -	       disk %|3.44|02-FEB-15 01.00.00.000000 AM
37|1|87|266338|Buffer access -	local cache %|93.99|02-FEB-15 01.00.00.000000 AM
37|1|88|266339|Buffer access - remote cache %|2.53|02-FEB-15 08.00.00.000000 AM
37|1|88|266340|Buffer access -	       disk %|3.05|02-FEB-15 08.00.00.000000 AM
37|1|88|266338|Buffer access -	local cache %|94.42|02-FEB-15 08.00.00.000000 AM
37|1|89|266340|Buffer access -	       disk %|3.32|02-FEB-15 10.00.00.000000 PM
37|1|89|266338|Buffer access -	local cache %|94.48|02-FEB-15 10.00.00.000000 PM
37|1|89|266339|Buffer access - remote cache %|2.2|02-FEB-15 10.00.00.000000 PM
37|1|78|266340|Buffer access -	       disk %|3.44|27-JAN-15 01.00.00.000000 AM
37|1|78|266339|Buffer access - remote cache %|2.85|27-JAN-15 01.00.00.000000 AM
37|1|78|266338|Buffer access -	local cache %|93.72|27-JAN-15 01.00.00.000000 AM
37|1|90|266340|Buffer access -	       disk %|3.96|03-FEB-15 10.00.00.000000 PM
37|1|90|266338|Buffer access -	local cache %|94.19|03-FEB-15 10.00.00.000000 PM
37|1|90|266339|Buffer access - remote cache %|1.85|03-FEB-15 10.00.00.000000 PM
37|1|91|266340|Buffer access -	       disk %|3.52|04-FEB-15 08.00.00.000000 AM
37|1|91|266339|Buffer access - remote cache %|1.84|04-FEB-15 08.00.00.000000 AM
37|1|91|266338|Buffer access -	local cache %|94.65|04-FEB-15 08.00.00.000000 AM
37|1|92|266339|Buffer access - remote cache %|2.12|05-FEB-15 01.00.00.000000 AM
37|1|92|266338|Buffer access -	local cache %|94.28|05-FEB-15 01.00.00.000000 AM
37|1|92|266340|Buffer access -	       disk %|3.6|05-FEB-15 01.00.00.000000 AM
37|1|93|266339|Buffer access - remote cache %|2.22|06-FEB-15 08.00.00.000000 AM
37|1|93|266338|Buffer access -	local cache %|94.11|06-FEB-15 08.00.00.000000 AM
37|1|93|266340|Buffer access -	       disk %|3.67|06-FEB-15 08.00.00.000000 AM
37|1|94|266339|Buffer access - remote cache %|2.69|09-FEB-15 08.00.00.000000 AM
37|1|94|266340|Buffer access -	       disk %|3.24|09-FEB-15 08.00.00.000000 AM
37|1|94|266338|Buffer access -	local cache %|94.07|09-FEB-15 08.00.00.000000 AM
37|1|105|266339|Buffer access - remote cache %|2.58|16-FEB-15 08.00.00.000000 AM
37|1|105|266340|Buffer access - 	disk %|3.07|16-FEB-15 08.00.00.000000 AM
37|1|105|266338|Buffer access -  local cache %|94.35|16-FEB-15 08.00.00.000000 AM
37|1|95|266339|Buffer access - remote cache %|3|10-FEB-15 08.00.00.000000 AM
37|1|95|266338|Buffer access -	local cache %|93.88|10-FEB-15 08.00.00.000000 AM
37|1|95|266340|Buffer access -	       disk %|3.11|10-FEB-15 08.00.00.000000 AM
37|1|97|266339|Buffer access - remote cache %|3.09|11-FEB-15 08.00.00.000000 AM
37|1|97|266340|Buffer access -	       disk %|3.13|11-FEB-15 08.00.00.000000 AM
37|1|97|266338|Buffer access -	local cache %|93.77|11-FEB-15 08.00.00.000000 AM
37|1|96|266340|Buffer access -	       disk %|3.51|11-FEB-15 10.00.00.000000 PM
37|1|96|266338|Buffer access -	local cache %|93.74|11-FEB-15 10.00.00.000000 PM
37|1|96|266339|Buffer access - remote cache %|2.75|11-FEB-15 10.00.00.000000 PM
37|1|98|266338|Buffer access -	local cache %|93.33|12-FEB-15 01.00.00.000000 AM
37|1|98|266339|Buffer access - remote cache %|3.1|12-FEB-15 01.00.00.000000 AM
37|1|98|266340|Buffer access -	       disk %|3.57|12-FEB-15 01.00.00.000000 AM
37|1|100|266340|Buffer access - 	disk %|3.11|12-FEB-15 08.00.00.000000 AM
37|1|100|266339|Buffer access - remote cache %|3.2|12-FEB-15 08.00.00.000000 AM
37|1|100|266338|Buffer access -  local cache %|93.69|12-FEB-15 08.00.00.000000 AM
37|1|99|266339|Buffer access - remote cache %|2.39|12-FEB-15 10.00.00.000000 PM
37|1|99|266340|Buffer access -	       disk %|3.8|12-FEB-15 10.00.00.000000 PM
37|1|99|266338|Buffer access -	local cache %|93.81|12-FEB-15 10.00.00.000000 PM
37|1|101|266338|Buffer access -  local cache %|93.66|13-FEB-15 08.00.00.000000 AM
37|1|101|266339|Buffer access - remote cache %|3.14|13-FEB-15 08.00.00.000000 AM
37|1|101|266340|Buffer access - 	disk %|3.21|13-FEB-15 08.00.00.000000 AM
37|1|102|266338|Buffer access -  local cache %|93.84|15-FEB-15 10.00.00.000000 PM
