site_id|config_id|run_id|stat_id|stat_name|stat_num_wait|stat_timeout_pct|stat_wait_time|stat_avg_wait|stat_db_time_pct|start_time
37|1|378|266050|Network|978558440|0|11300|.011547598526665407944363547669161179582|.45|17-AUG-15 08.00.00.000000 AM
37|1|378|266044|User I/O|1085837621|0|1184439|1.0908067441144590808021008879742986912|47.01|17-AUG-15 08.00.00.000000 AM
37|1|378|266053|System I/O|643814|0|793|1.23172220548170744966713988822858775982|.03|17-AUG-15 08.00.00.000000 AM
37|1|378|266043|DB CPU|||915214||36.37|17-AUG-15 08.00.00.000000 AM
37|1|378|266045|Other|197153380|12.44|15804|.08016093865598449288569133331622313551|.62|17-AUG-15 08.00.00.000000 AM
37|1|378|266046|Cluster|735200960|0|250418|.340611633586550267834253099995952127157|9.94|17-AUG-15 08.00.00.000000 AM
37|1|378|266047|Application|5363893|7.63|111034|20.7002637822939421051091063897061332133|4.42|17-AUG-15 08.00.00.000000 AM
37|1|378|266048|Commit|15174338|0|38154|2.51437657445089202573449991689917543685|1.51|17-AUG-15 08.00.00.000000 AM
37|1|378|266052|Administrative|146|100|21|143.835616438356164383561643835616438356|0|17-AUG-15 08.00.00.000000 AM
37|1|373|266052|Administrative|131|100|20|152.671755725190839694656488549618320611|0|13-AUG-15 08.00.00.000000 AM
37|1|373|266045|Other|127147947|10.75|13031|.10248690842015718901068846986573837484|.56|13-AUG-15 08.00.00.000000 AM
37|1|373|266047|Application|5842682|8.5|107236|18.3538998014952722054700221576324023796|4.61|13-AUG-15 08.00.00.000000 AM
37|1|373|266048|Commit|14294757|0|30973|2.16673847621194260245207386176624058737|1.33|13-AUG-15 08.00.00.000000 AM
37|1|373|266049|Concurrency|10645457|0|16544|1.55409016259236216913938030091145922622|.71|13-AUG-15 08.00.00.000000 AM
37|1|373|266050|Network|902933561|0|9970|.011041786938297224284921667675170177886|.43|13-AUG-15 08.00.00.000000 AM
37|1|373|266046|Cluster|615187383|0|388509|.631529531872730231205018065203070005095|16.63|13-AUG-15 08.00.00.000000 AM
37|1|373|266053|System I/O|589945|0|677|1.14756460347998542236988193814677639441|.03|13-AUG-15 08.00.00.000000 AM
37|1|373|266043|DB CPU|||785796||33.7|13-AUG-15 08.00.00.000000 AM
37|1|373|266044|User I/O|981522943|0|1043713|1.06336077770114844885495458051661661464|44.74|13-AUG-15 08.00.00.000000 AM
37|1|373|266051|Configuration|51040|82.94|229|4.4866771159874608150470219435736677116|.01|13-AUG-15 08.00.00.000000 AM
37|1|375|266044|User I/O|900552584|0|893853|.992560585446057639650279433321797009024|46.78|14-AUG-15 08.00.00.000000 AM
37|1|375|266052|Administrative|159|100|29|182.389937106918238993710691823899371069|0|14-AUG-15 08.00.00.000000 AM
37|1|375|266053|System I/O|102919|0|247|2.39994558827816049514666873949416531447|.01|14-AUG-15 08.00.00.000000 AM
37|1|375|266047|Application|5831498|6.06|102245|17.5332307410548713212282675909346106266|5.37|14-AUG-15 08.00.00.000000 AM
37|1|375|266051|Configuration|41081|85.19|164|3.99211314232857038533628684793456829191|.01|14-AUG-15 08.00.00.000000 AM
37|1|375|266045|Other|111033680|8.94|6946|.062557595136899002176636854691297271242|.36|14-AUG-15 08.00.00.000000 AM
37|1|375|266048|Commit|13518693|0|27130|2.00685081020776194858482251205793341117|1.42|14-AUG-15 08.00.00.000000 AM
37|1|375|266049|Concurrency|8801252|0|14066|1.59818171323807112897119637069816885143|.74|14-AUG-15 08.00.00.000000 AM
37|1|375|266050|Network|810647660|0|8731|.010770400546150962799300500047085807908|.46|14-AUG-15 08.00.00.000000 AM
37|1|375|266043|DB CPU|||712491||37.29|14-AUG-15 08.00.00.000000 AM
37|1|375|266046|Cluster|571361901|0|209412|.366513762351823314869571606245408372092|10.95|14-AUG-15 08.00.00.000000 AM
37|1|369|266049|Concurrency|12071306|0|19016|1.57530593624252421403284781282157870905|.79|11-AUG-15 08.00.00.000000 AM
37|1|369|266052|Administrative|104|100|16|153.846153846153846153846153846153846154|0|11-AUG-15 08.00.00.000000 AM
37|1|369|266044|User I/O|1013365635|0|1046831|1.03302397855636776157304761967776813351|43.52|11-AUG-15 08.00.00.000000 AM
37|1|369|266045|Other|118729227|9.56|19259|.162209428012194503717269211227998646028|.8|11-AUG-15 08.00.00.000000 AM
37|1|369|266050|Network|962319457|0|10774|.011195866322382796838742500869957989429|.45|11-AUG-15 08.00.00.000000 AM
37|1|369|266043|DB CPU|||826240||34.39|11-AUG-15 08.00.00.000000 AM
37|1|369|266051|Configuration|60543|84.06|263|4.34401995276084766199230299126240853608|.01|11-AUG-15 08.00.00.000000 AM
37|1|369|266047|Application|6131527|13.25|112360|18.3249621179194024588002303504494068117|4.69|11-AUG-15 08.00.00.000000 AM
37|1|369|266046|Cluster|659616228|0|403557|.611805748357058310578738520665989436512|16.76|11-AUG-15 08.00.00.000000 AM
37|1|369|266048|Commit|14744668|0|30987|2.10157326024566982450876479551794587711|1.29|11-AUG-15 08.00.00.000000 AM
37|1|369|266053|System I/O|113038|0|276|2.44165678798280224349333852332843822431|.01|11-AUG-15 08.00.00.000000 AM
37|1|377|266051|Configuration|14544|81.63|139|9.55720572057205720572057205720572057206|.01|17-AUG-15 10.00.00.000000 PM
37|1|377|284428|Scheduler|1059|0|2|1.88857412653446647780925401322001888574|0|17-AUG-15 10.00.00.000000 PM
