site_id|config_id|run_id|stat_id|stat_name|stat_alloc|stat_used|stat_avg_alloc|stat_num_proc|stat_num_alloc|start_time
37|1|45|266689|Freeable|2199.863125|0|2.95|745.875|745.875|09-DEC-14 08.00.00.000000 AM
37|1|45|266691|SQL|431.6125|32.798125|.569375|758|747.0625|09-DEC-14 08.00.00.000000 AM
37|1|45|266690|JAVA|1032.6525|985.93|3.356875|307.625|307.625|09-DEC-14 08.00.00.000000 AM
37|1|48|266691|SQL|407.6275|35.829375|.498125|818.6875|807.5625|15-DEC-14 08.00.00.000000 AM
37|1|48|266688|PL/SQL|2977.2125|129.90875|3.396875|876.9375|875.625|15-DEC-14 08.00.00.000000 AM
37|1|48|266687|Other|22639.32625||25.825625|876.9375|876.9375|15-DEC-14 08.00.00.000000 AM
37|1|48|266689|Freeable|2186.778125|0|2.853125|766.375|766.375|15-DEC-14 08.00.00.000000 AM
37|1|48|266690|JAVA|986.939375|958.04125|3.260625|302.625|302.625|15-DEC-14 08.00.00.000000 AM
37|1|46|266689|Freeable|2247.786875|0|2.89125|777.75|777.75|11-DEC-14 08.00.00.000000 AM
37|1|46|266691|SQL|426.293125|28.55625|.529375|805.1875|794.75|11-DEC-14 08.00.00.000000 AM
37|1|46|266687|Other|25129.7075||29.11125|863.4375|863.4375|11-DEC-14 08.00.00.000000 AM
37|1|46|266688|PL/SQL|3233.865|36.684375|3.745625|863.4375|862.5|11-DEC-14 08.00.00.000000 AM
37|1|46|266690|JAVA|1109.373125|1041.27375|3.486875|318.1875|318.1875|11-DEC-14 08.00.00.000000 AM
