site_id|config_id|run_id|stat_id|stat_name|stat_read_data|stat_req_per_sec_r|stat_data_per_sec_r|stat_write_data|stat_req_per_sec_w|stat_data_per_sec_w|stat_wait_cnt|stat_avg_tm|start_time
37|1|11|266319|Others (Data File)|289375000|10|41287.5|33568750|5.63|4668.75|53906.25|.7456|17-OCT-14 08.00.00.000000 AM
37|1|11|266324|LGWR|225000|.03|0|3359375000|517.83|477781.25|230.9375|1.0075|17-OCT-14 08.00.00.000000 AM
37|1|11|266318|Others (Control File)|848125000|33.04|120443.75|72912500|5.71|10137.5|89606.25|.63|17-OCT-14 08.00.00.000000 AM
37|1|11|266321|Smart Scan (Data File)|99487500000|153.08|193942.43|0|0|0|0||17-OCT-14 08.00.00.000000 AM
37|1|11|266313|Direct Reads|15103125000|254.29|2148012.5|5481250|.55|768.75|108.4375|1.2813|17-OCT-14 08.00.00.000000 AM
37|1|11|266323|DBWR (Data File)|50000|.01|0|4725625000|685.43|671912.5|41.0625|.3838|17-OCT-14 08.00.00.000000 AM
37|1|12|266316|Others (Archive Log)|1885000000|2.68|268000|1867500000|2.66|265675|0||20-OCT-14 08.00.00.000000 AM
37|1|12|266319|Others (Data File)|312500000|10.37|44481.25|26043750|4.3|3612.5|34787.5|.8313|20-OCT-14 08.00.00.000000 AM
37|1|12|266320|Smart Scan|84345625000|126.45|262826.39|0|0|0|0||20-OCT-14 08.00.00.000000 AM
37|1|12|266323|DBWR (Data File)|12500|0|0|5204375000|735.18|740487.5|28.75|.6044|20-OCT-14 08.00.00.000000 AM
37|1|12|266324|LGWR|256250|.03|0|3788125000|596.36|538906.25|251.625|1.1456|20-OCT-14 08.00.00.000000 AM
37|1|12|266331|TOTAL|190000000000|11278.27|277.8|11434375000|1361.77|1626787.5|6748125|.3425|20-OCT-14 08.00.00.000000 AM
37|1|12|266318|Others (Control File)|638125000|29.84|90668.75|62881250|5.59|8731.25|88925|.5806|20-OCT-14 08.00.00.000000 AM
37|1|12|266326|LGWR (Control File)|256250|.02|0|356250|.03|56.25|167.125|.4488|20-OCT-14 08.00.00.000000 AM
37|1|12|266328|Direct Writes (Data File)|63943750|.97|8881.25|476250000|16.31|67968.75|363.0625|3.8531|20-OCT-14 08.00.00.000000 AM
37|1|12|266312|Buffer Cache Reads (Data File)|85848750000|10806.34|1588918.75|0|0|0|6734375|.3413|20-OCT-14 08.00.00.000000 AM
37|1|12|266313|Direct Reads|18360000000|298.86|2612068.75|10087500|1.38|1418.75|162.5625|1.6006|20-OCT-14 08.00.00.000000 AM
37|1|12|266329|Streams AQ|423076.923076923076923076923076923076923|.07|61.54|0|0|0|530.461538461538461538461538461538461538|7.22|20-OCT-14 08.00.00.000000 AM
37|1|12|266314|Direct Reads (Data File)|18360000000|298.86|2612068.75|10087500|1.38|1418.75|162.5625|1.6006|20-OCT-14 08.00.00.000000 AM
37|1|12|266315|Others|4702500000|45.56|668800|1954375000|12.55|278031.25|123850|.6563|20-OCT-14 08.00.00.000000 AM
37|1|12|266317|Others (Log File)|1866875000|2.68|265643.75|0|0|0|130.75|2.9656|20-OCT-14 08.00.00.000000 AM
37|1|12|266322|DBWR|12500|0|0|5204375000|735.18|740487.5|28.75|.6044|20-OCT-14 08.00.00.000000 AM
37|1|12|266321|Smart Scan (Data File)|84345625000|126.45|262826.39|0|0|0|0||20-OCT-14 08.00.00.000000 AM
37|1|12|266311|Buffer Cache Reads|85848750000|10806.34|1588918.75|0|0|0|6734375|.3413|20-OCT-14 08.00.00.000000 AM
37|1|12|266327|Direct Writes|63943750|.97|8881.25|476250000|16.31|67968.75|363.0625|3.8531|20-OCT-14 08.00.00.000000 AM
37|1|12|266330|Streams AQ (Data File)|423076.923076923076923076923076923076923|.07|61.54|0|0|0|530.461538461538461538461538461538461538|7.22|20-OCT-14 08.00.00.000000 AM
37|1|12|266325|LGWR (Log File)|0|.01|0|3787500000|596.33|538850|84.5|2.5219|20-OCT-14 08.00.00.000000 AM
37|1|9|266314|Direct Reads (Data File)|19525625000|318.26|2776343.75|5287500|.56|737.5|123.3125|1.4413|15-OCT-14 08.00.00.000000 AM
37|1|9|266319|Others (Data File)|507500000|14.17|72150|34162500|5.74|4750|57143.75|.7313|15-OCT-14 08.00.00.000000 AM
37|1|9|266321|Smart Scan (Data File)|101795000000|158.49|521898.83|0|0|0|0||15-OCT-14 08.00.00.000000 AM
37|1|9|266322|DBWR|25000|0|0|5153125000|730.2|732606.25|24|.2994|15-OCT-14 08.00.00.000000 AM
37|1|9|266323|DBWR (Data File)|25000|0|0|5153125000|730.2|732606.25|24|.2994|15-OCT-14 08.00.00.000000 AM
